user,tweets
user6,b'RT @Thomas1774Paine: BREAKING***- VIDEO: House Homeland Security Chairman Rep. Johnson Confirms True Pundit Intel Exposing FBI \xe2\x80\x9cSecret Soci\xe2\x80\xa6'
user6,b'RT @DineshDSouza: By boycotting #SuperBowl2018 we hit the #NFL where it hurts most\xe2\x80\x94let those posturing jerks pay a price for snubbing the n\xe2\x80\xa6'
user6,"b'RT @IngrahamAngle: If @realDonaldTrump is so \xe2\x80\x9cdisengaged\xe2\x80\x9d and so \xe2\x80\x9cin over his head\xe2\x80\x9d and such a \xe2\x80\x9cpolitical neophyte,\xe2\x80\x9d how does he keep beati\xe2\x80\xa6'"
user6,"b'RT @AriFleischer: The more you learn, the more you realize the Clinton investigation was a sham.  It\xe2\x80\x99s a sad day for our country when - at\xe2\x80\xa6'"
user6,"b'RT @DineshDSouza: If Obama ordered surveillance on @realDonaldTrump in 2016, I wonder if he ordered it on me in 2012, leading to my selecti\xe2\x80\xa6'"
user6,b'#ReleaseTheMemo \n\n#FindTheTexts https://t.co/3e294Ya4b3'
user6,"b""RT @FiveRights: I've been called a Russian bot by several kooks but this is the first time by kooky congressmen (one of whom is up to his e\xe2\x80\xa6"""
user6,"b'RT @ericbolling: I\xe2\x80\x99ve been \xe2\x80\x9ctreated with respect \xe2\x80\x9c in North Korea (Lester Holt, NBC)\n\n\xe2\x80\x9cTell that to Otto Warmbier\xe2\x80\x99s parents.. see what they\xe2\x80\xa6'"
user6,"b""@A_Blossom4USA @RealAlexJones I'm just so anxious to see these people shamed and punished! I'm like @RealAlexJones\xe2\x80\xa6 https://t.co/iPrUQWLPFZ"""
user6,b'@A_Blossom4USA @RealAlexJones GOT IT! Thanks so much!'
user6,b'@A_Blossom4USA @RealAlexJones Lol....I thought something was off when I heard that it was 100 pages. I really appre\xe2\x80\xa6 https://t.co/26KD1EjgiO'
user6,b'RT @Alaskan_Gypsy: #ReleaseTheMemo \n#FindTheTexts https://t.co/Cg0SJV6Om2'
user6,b'@A_Blossom4USA @RealAlexJones Shit! Deleting the posts now. Thank you.'
user6,b'RT @RealJamesWoods: #Democrats would burn the Constitution for a single illegal vote. https://t.co/ULefrKZiwM'
user6,"b""RT @FiveRights: Appears that Strzok knew beforehand - or at least strongly suspected - that Mueller's investigation of Trump was a witch hu\xe2\x80\xa6"""
user6,"b""RT @VP: As I told @mitchellreports, it's extraordinary to think of the progress we've made against ISIS in the last year. 98% of the territ\xe2\x80\xa6"""
user6,b'RT @GeorgiaDirtRoad: Department of Corruption \n\nFBI Director Chris Wray must testify under oath about why 5 months of text messages between\xe2\x80\xa6'
user6,b'#ReleaseTheMemo \n#FindTheTexts \n#SchumerSurrender https://t.co/pSPiNcHCc6'
user6,b'#ReleaseTheMemo \n#FindTheTexts \n#SchumerSurrender https://t.co/nGsiIu9XHv'
user6,b'#ReleaseTheMemo \n#FindTheTexts https://t.co/Evrr6mBLIC'
user6,b'#ReleaseTheMemo \n#FindTheTexts https://t.co/Cg0SJV6Om2'
user6,b'#SchumerSurrender \n#ReleaseTheMemo https://t.co/8FJZmL2zq3'
user6,"b""@lindseyvonn You look like a bleached out fool in your new Bounty commercial.\n\nWon't be buying that brand again.\xe2\x80\xa6 https://t.co/YG8PtWjo6Q"""
user6,b'#HonoraryCitizenshipForAssange https://t.co/2TmdlurxPi'
user6,b'@Comey Is that what YOU were doing? Standing up for what you believed in when you smashed your oath and likely sent\xe2\x80\xa6 https://t.co/rKkNIIXd8h'
user6,b'Haaahaha!!!!\n\nWhat do you get when you oppose @realDonaldTrump?\n\n#TrumpCurse https://t.co/gHpN8XF2Wb'
user6,b'@realDonaldTrump #DumpDACA \n\n#ReleaseTheMemo \n\n#ILoveMyPresident\n\n#TRUMP'
user6,b'#ReleaseTheMemo https://t.co/NqzIXH0HIl'
user6,b'https://t.co/zo0V9wgfW8'
user6,"b""@AdamSchiffCA First, I'm not a bot. Next, clearly I'm of far superior intelligence to you based upon your performan\xe2\x80\xa6 https://t.co/NsVFE0aaLU"""
user6,b'#ReleaseTheMemo https://t.co/A7obB7OZb2'
user6,b'#ReleaseTheMemo https://t.co/375VznunxY'
user6,b'#SchumerSurrender \n\n#ReleaseTheMemo https://t.co/M9pFUl0CoM'
user6,"b'RT @Thomas1774Paine: The FISA Abuse Memo Unveiled; What Exactly Is In the Memo, According to Intel Insiders #releasethememo https://t.co/Rb\xe2\x80\xa6'"
user6,b'#DumpDACA \n\n#ReleaseTheMemo https://t.co/ea1pRTxDGa'
user6,b'@hickorymtnman Arrrggghh!! They are losing critical evidence by dragging their feet. How I wish Gowdy had been AG a\xe2\x80\xa6 https://t.co/N3W2Pfp7J6'
user6,b'RT @karen31096: ICE you have illegal aliens address from drivers license now go get them. https://t.co/RDgYwXggMZ'
user6,"b""Why isn't this idiot Traitor in prison yet???\n\nWHAT are you waiting for, Sessions?!? https://t.co/gWcrySRfvX"""
user6,b'#ARRESTTHEMNOW\n#ReleaseTheMemo https://t.co/WyBNGdfh7T'
user6,"b'RT @Trumpfan1995: When Shepard Smith is on @FoxNews at 3pm, and you\xe2\x80\x99re watching TV, what do you do? Do vote and retweet. #MAGA #Trump'"
user6,b'#ReleaseTheMemo https://t.co/nif6VFALsE'
user6,"b""I'm fucking ready for some serious firings, indictments, prosecitions, etc! This is absolutely ridiculous!\n\n# Fire Ch\xe2\x80\xa6 https://t.co/8zextkd5fp"""
user7,"b""RT @jimlibertarian: You're damn right Agent #99\xf0\x9f\x91\x8a and I don't care if what I'm about to say offends some Twitter users\xf0\x9f\x91\x89Men,Women or children\xe2\x80\xa6"""
user7,"b'RT @miamijj48: @vannsmole @womensmarch It\'s also racist to only represent ""pink pussies"" \n\nDemocrat party\xf0\x9f\x91\x89Party of racism, identity politic\xe2\x80\xa6'"
user7,b'RT @ArizonaKayte: #WeWereNeverAsked \n\n#NoDACA \n#NoDACADeal \n#NoAmnesty \n#ImmigrationReform https://t.co/gGGcjKDyFW'
user7,b'@GeorgiaDirtRoad @Doodisgirl @POTUS @RubyRockstar333 @REALtrumpbureau @codeofvets @AnnaApp91838450 @jimlibertarian\xe2\x80\xa6 https://t.co/DgGUpfEaQR'
user7,b'RT @GeorgiaDirtRoad: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 PATRIOT ALERT \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\nCongratulations to @Doodisgirl \non reaching 25K followers! \xf0\x9f\x8e\x89\n\nAnn is a GREAT PERSON &amp; a YUGE @P\xe2\x80\xa6'
user7,"b'RT @MAGAMichelle18: FIREWORKS: Huckabee Sanders ROASTS CNN\xe2\x80\x99s Jim Acosta to His Face, telling Acosta, ""I\xe2\x80\x99m sure you\xe2\x80\x99re disappointed he\xe2\x80\x99s not\xe2\x80\xa6'"
user7,b'RT @kwilli1046: Bernie #Sanders is Delusional. What will a $15 Minimum Wage Do for America? More Job Losses! McDonalds is installing Kiosks\xe2\x80\xa6'
user7,"b""RT @Chicago1Ray: Bruce Franks [ D ] Missouri State rep \nis typical of what permeates the Left in this Country, Where they're \nhatred of our\xe2\x80\xa6"""
user7,"b""RT @AnnaApp91838450: https://t.co/3uLcVTvz0E\nCan't wait to hear how Lying Fake\nMedia will Spin this one \xf0\x9f\x91\x8e\xf0\x9f\x98\xb0\n#MAGA\xf0\x9f\x99\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x92\xaf"""
user7,"b'RT @GeorgiaDirtRoad: TRUTH ARROWS \xf0\x9f\x8e\xaf\xf0\x9f\x8e\xaf\xf0\x9f\x8e\xaf\n\n""Democrats are hypocrites. They voted for stronger border security, they voted for physical barriers\xe2\x80\xa6'"
user7,"b'RT @vannsmole: This false alarm/hoax of an incoming missile en route to Hawaii is something we would expect from MSM, not the Emergency Bro\xe2\x80\xa6'"
user7,"b""RT @GartrellLinda: GOTTA BUILD THAT BASE: Dick Durbin &amp; his Gang Are Trying to Extend Amnesty to Millions of Illegal Parents of 'Dreamers'\xe2\x80\xa6"""
user7,b'RT @Doodisgirl: BREAKING!\n\nAnd so it begins..\n\nFirst indictments handed out in Illegal Uranium One #Russia Deal!\n\n\xf0\x9f\x94\xa5Things are heating up fo\xe2\x80\xa6'
user7,"b'RT @Kimberlee373: \xf0\x9f\x92\xa5\xf0\x9f\x92\xa5So...Leftist Create Shitholes\xf0\x9f\x91\x89places unsafe for children &amp; families, dependent on #LiberalCrumbs, &amp; r used by the Left\xe2\x80\xa6'"
user7,b'RT @Doodisgirl: In case you missed it.\n\n#Hillary proposed drone strikes against Julian Assange in order to silence Wikileaks.\n\nThe Democrat\xe2\x80\xa6'
user7,"b""RT @Tia6sc: .@realDonaldTrump Everyone says we can't deport 800,000 illegal immigrants. That it would be physically impossible. BUT, look h\xe2\x80\xa6"""
user7,"b'RT @miamijj48: Last I checked, the #MSM in the USA has free reign to say &amp; report whatever they choose EVEN if it is a lie &amp; even if they o\xe2\x80\xa6'"
user7,b'RT @gr8tjude: No DACA!\nStop illegal migration!\n\n#WeWereNeverAsked https://t.co/OFQyUfJdV4'
user7,b'RT @TheBorumForum: #MSM claimed #TaxBill would only help #BigBusiness \xe2\x80\x94 60+ MILLION Americans know different!\n\nThese are just a few of the\xe2\x80\xa6'
user7,b'RT @AnnaApp91838450: https://t.co/cH1SaG88jx\nAmerican Patriots out of 2 Sides of his mouth Liars \xf0\x9f\x91\x8e\xf0\x9f\x98\xb0\n#PERSIST JUSTICE FOR AMERICA LAW ENFORC\xe2\x80\xa6'
user7,"b""RT @GartrellLinda: PLO moves to withdraw recognition of Israel &amp; cut ties with it \nThey will also end Washington's longstanding role as med\xe2\x80\xa6"""
user7,"b""RT @miamijj48: The only color @realDonaldTrump sees is GREEN! If #Trump was a racist we would know since he's been in the public eye for de\xe2\x80\xa6"""
user7,"b'RT @sassysurvived: This is comedic gold. They eat their own. Pussy hats are now offensive cause ya know, transgender people don\xe2\x80\x99t have vagi\xe2\x80\xa6'"
user7,"b'RT @Chicago1Ray: """"While Dr.King is no longer with us, \n#HisWords &amp; #HisVision only grow stronger through time"""" @realDonaldTrump \xe2\x9c\x94\n\n#MLKDa\xe2\x80\xa6'"
user7,"b'RT @miamijj48: We have an electoral college, if you do not understand why&gt;&gt;read history. \n\nThe Russians have always interfered &amp; preferred\xe2\x80\xa6'"
user7,"b""RT @vannsmole: So to some up ...@womensmarch\nwill no longer be wearing their iconic pink pussy hats ...\n\nWhy you ask? It offends 'women' wi\xe2\x80\xa6"""
user7,"b'RT @kwilli1046: Lets Congratulate &amp; Support, Kyle Morris, .@RealKyleMorris on New Yellowhammer talk radio show: Kyle Morris \xe2\x80\x98The Conservati\xe2\x80\xa6'"
user7,b'RT @jimlibertarian: Mr. president if the Democrats do not want to work with you then I would go for a scorched earth policy\xf0\x9f\x91\x89 round up and k\xe2\x80\xa6'
user7,"b'RT @GartrellLinda: Amazon\xe2\x80\x99s CEO Gives $33 Million for Scholarships to ILLEGALS, ZERO will go to U.S. Citizens One more reason we NEVER use\xe2\x80\xa6'"
user7,b'RT @gr8tjude: We don\xe2\x80\x99t care!\nMillions of us will be watching\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\xa6\x85 https://t.co/NU8wJTcpnW'
user7,b'RT @kwilli1046: Don\xe2\x80\x99t call them \xe2\x80\x9csanctuary cities.\xe2\x80\x9d Call them the \xe2\x80\x9cshitholes\xe2\x80\x9d they are and be done with it. - James Woods'
user7,b'RT @Tia6sc: Good Morning Friends\xf0\x9f\x8c\xb9\nGod bless You\xf0\x9f\x98\x87\nGod bless the USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nGod bless @POTUS\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nGod bless @VP\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nGod bless @FLOTUS\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nGod bless our M\xe2\x80\xa6'
user7,b'RT @TheBorumForum: @TheRISEofROD @britektire @GeorgiaDirtRoad @realDonaldTrump It\xe2\x80\x99s racist NOT to have #VoterIDLaws because Dem\xe2\x80\x99s want to f\xe2\x80\xa6'
user7,b'RT @Chicago1Ray: Economists rate #Trumps policy \nand actions in(YR1)~ @WSJ \n\nKevin Kelly Mg Partner  Benchmark~ touts the #TaxBill \nas what\xe2\x80\xa6'
user7,"b'RT @TheBorumForum: Congrats to our friend and fellow patriot, Ruby, for hitting 10K followers!\n\nNot one? Become one today! \xe2\x80\x94&gt; @Patriotess_R\xe2\x80\xa6'"
user7,"b'RT @TheBorumForum: Us!! @TheBorumForum podcast is booking, like, super guests, and we\xe2\x80\x99re nearly to 10K \xe2\x80\x94 help push us over the top!! \n\n#Sat\xe2\x80\xa6'"
user7,"b'RT @AnnaApp91838450: https://t.co/DBKrUl31st\nNot wirh the Lying Corrupt Fake Media\xf0\x9f\x98\xb0they\'re more focused on\n""ShitHole When We 63+Million \nL\xe2\x80\xa6'"
user7,b'RT @AnnaApp91838450: https://t.co/bDDlyyAOKY\n\xf0\x9f\x92\xaf ALL IN FOR PRESIDENT TRUMP\n#PERSIST JUSTICE FOR THE AMERICAN PEOPLE AND PRESIDENT TRUMP\xf0\x9f\x99\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x92\xaf'
user7,b'RT @AnnaApp91838450: https://t.co/OCyycVlIpm\nAmazing to the 63+Million how every bit of evidence to prove that PRESIDENT TRUMP is innocent\xe2\x80\xa6'
user7,"b'RT @ReneeCarrollAZ: #SaturdayMorning\n\nIf you rob a bank in a Sanctuary City, is it illegal, or is it just an undocumented withdrawal? https\xe2\x80\xa6'"
user7,b'RT @Chicago1Ray: @AlanDersh opines by asking for \na (commission of inquiry) to look into the possibility the Russians \ninterference in our\xe2\x80\xa6'
user7,"b'RT @kwilli1046: #CNN was the Premier News Network Decades Ago. Today, It is  a ""Shithole""? Do you agree? Vote then Retweet.'"
user7,"b'RT @Golfinggary522: SO TIRED OF POLITICAL GRANDSTANDING and #LiberalHypocrisy!! 2 Senators said #POTUS never said it. If @POTUS did, why di\xe2\x80\xa6'"
user7,b'RT @bbusa617: Accidental Ballistic Missile Phone Alert In Hawaii Has Citizens Spooked https://t.co/zZ5qEtYnPU via @ConstitutionNat\n\nINCOMIN\xe2\x80\xa6'
user7,"b""RT @polishprincessh: The race card is so overplayed. At some point it's going to lose all meaning. People like Maxine Waters are what is wr\xe2\x80\xa6"""
user7,"b'RT @RubyRockstar333: For YOU Hillary, the \nE-quake Anniversary is a Deflection Tactic  \nThe SAD TRUTH: \nYOU weasled your way into a Cash Co\xe2\x80\xa6'"
user7,b'RT @JrcheneyJohn: #SaturdayThoughts \n#SundayThoughts \n\nDemocrats CAN\xe2\x80\x99T Win On #Shithole  Ideas So They Lash Out With PERSONAL ATTACKS On Th\xe2\x80\xa6'
user7,b'RT @ArizonaKayte: \xf0\x9f\x9a\xa8Breaking News!!\xf0\x9f\x9a\xa8\n\n... #Trump is keeping his Promises!\n\n#AmericaFirst \n#MAGA\n#NoDACA \n#NoAmnesty \n#IllegalImmigration htt\xe2\x80\xa6'
user7,b'RT @IsraelUSAforevr: America First Always. president @realDonaldTrump The people with you! https://t.co/RraIXgwU2L'
user7,"b""RT @bbusa617: White House physician: Trump in 'excellent health' https://t.co/aJU93Ipaqj #FoxNews\n\nWHITE HOUSE PHYSICIAN : TRUMP IS IN EXCE\xe2\x80\xa6"""
user7,"b'RT @justanavywife: In fairness, Mr Woods, that\xe2\x80\x99s not #racism, it\xe2\x80\x99s just #opportunism at the expense of a whole nation ... but the Clintons\xe2\x80\xa6'"
user7,"b'RT @GeorgiaDirtRoad: ""President Trump is not a racist."" \n~@AlvedaCKing niece of Dr. Martin Luther King Jr\n\nAnyone that knows @POTUS @realDo\xe2\x80\xa6'"
user7,b'RT @ArizonaKayte: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8PATRIOT ALERT!!\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\nBIG congratulations to my new friend and #PatriotSis\n\xf0\x9f\x8d\x83\xf0\x9f\x8c\xb8\xf0\x9f\x8d\x83\xf0\x9f\x8c\xb8JONI\xf0\x9f\x8c\xb8\xf0\x9f\x8d\x83\xf0\x9f\x8c\xb8\xf0\x9f\x8d\x83\n\n\xf0\x9f\x91\x89 @JoniPrincess \xf0\x9f\x91\x88\n\nFor reaching 1\xe2\x80\xa6'
user7,"b'RT @RubyRockstar333: Are we really surprised @sengraham2016 opposes #AmericaFirst ? \nHe NOT ONLY said this, he VOTED FOR the McMuffin \n\xf0\x9f\x91\x89""Am\xe2\x80\xa6'"
user7,b'RT @codeofvets: \xf0\x9f\x8c\x9fIt is time for us to shine our American Spirit! Join us in supporting America First candidates!\n\xf0\x9f\x8c\x9fIt\xe2\x80\x99s about us!\n\xf0\x9f\x8c\x9fVOTE! VOT\xe2\x80\xa6'
user7,"b'RT @justanavywife: @RepAlGreen @realDonaldTrump So what you\xe2\x80\x99re saying, Congressman Green is that you wish to use the position in which you\xe2\x80\xa6'"
user7,"b'RT @RubyRockstar333: Scary similarities between the Graham &amp; Clinton quotes here:  \n""America is not owned by Americans and their children b\xe2\x80\xa6'"
user7,b'RT @bbusa617: Nearly 50 Percent of Illegal Aliens in State Prison Are Sex Offenders https://t.co/MPujiPTPCd\n\nSO BASICALLY 1/2 OF ILLEGAL AL\xe2\x80\xa6'
user7,"b""RT @davidmweissman: If anyone who should have their head examined, it's this clown right here. Instead of taking care of the people of Texa\xe2\x80\xa6"""
user7,b'RT @JrcheneyJohn: #SaturdayMorning \n#SaturdayExpress \n\nObama Attacks Fox News Viewers ~ If You Are Watching Fox News then you are living on\xe2\x80\xa6'
user7,b'@RubyRockstar333 @REALtrumpbureau @GeorgiaDirtRoad @ArizonaKayte @bbusa617 Awesome!'
user7,b'RT @RubyRockstar333: Good #SaturdayMorning \nto all #MAGA Warriors! \nMany thanks to my friend @REALtrumpbureau for the meme \xf0\x9f\x91\x8d\n#TrumpNation \xf0\x9f\x9a\x82\xe2\x80\xa6'
user7,b'RT @bbusa617: SICKENING! Chris Wallace Pushes Leftist Fake News Narrative! https://t.co/GOtA2sG7SD\n\nCHRIS WALLACE IS AS LEFT WING AS GEORGE\xe2\x80\xa6'
user7,"b'RT @ArizonaKayte: #Obama used this kind is language,  #Hillary swore like a sailor, screamed and yelled constantly, #Biden said the""F""-word\xe2\x80\xa6'"
user7,"b'RT @ArizonaKayte: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Good Morning Patriots!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\nWoohoo, its Saturday!!  Hope each of you have a restful weekend, time with family, blessed by\xe2\x80\xa6'"
user7,"b""RT @MAGAMichelle18: Man it's cold outside! Think I'll stay inside &amp; watch Trump's Inauguration &amp; enjoy a nice hot cup of #Covfefe \xf0\x9f\x91\x8a\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xe2\x98\x95\n\nI\xe2\x80\xa6"""
user7,"b'RT @PinkBelgium: \xf0\x9f\x9a\xa8 #LasVegasShooting ""They Found Paddock\xe2\x80\x99s Girlfriend Fingerprints On Ammunition, Because She Participated In Loading Magaz\xe2\x80\xa6'"
user7,b'RT @alozrasT11: \xe2\xad\x90\xef\xb8\x8fRetweet\xe2\xad\x90\xef\xb8\x8f If you agree we can survive without the American athlete but not without the American soldier\xe2\xad\x90\xef\xb8\x8f\n@realDonaldTrum\xe2\x80\xa6'
user7,b'RT @realDonaldTrump: AMERICA FIRST!'
user7,b'RT @realDonaldTrump: The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!'
user7,"b'RT @realDonaldTrump: Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA, fro\xe2\x80\xa6'"
user7,b'@AnnaApp91838450 I love my President \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\xa4\xef\xb8\x8f'
user7,b'RT @AnnaApp91838450: https://t.co/lu4VZ9LsyG\n\xf0\x9f\x92\xafAll In For PRESIDENT TRUMP\n#MAGA\xf0\x9f\x99\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f'
user7,b'RT @AnnaApp91838450: https://t.co/SlYmG30PMh\nWhen is this Corrupt Merry Go Round going to end ? \nWe the American People have had enough wit\xe2\x80\xa6'
user7,b'RT @DanOHerrin: Tweet Of The Week\xf0\x9f\x91\x8c...never forget it all boils down to this\xf0\x9f\x8e\xaf https://t.co/hp7rdgin0A'
user7,b'RT @DanOHerrin: Coming from twitter\xe2\x80\x99s very own \xe2\x80\x9cRockstar\xe2\x80\x9d...this is quite a compliment. I\xe2\x80\x99m truly humbled. Thank you @RubyRockstar333 !\xe2\x9c\x8c\xf0\x9f\x8f\xbb h\xe2\x80\xa6'
user7,b'RT @MichelleRMed: I pray the morons in the MSM continue calling millions of us racist. Their breathless outrage and disdain is exactly why\xe2\x80\xa6'
user7,b'RT @MEL2AUSA: .@POTUS &amp; .@FLOTUS \n\n\xe2\x99\xa6\xef\xb8\x8f M \xe2\x99\xa6\xef\xb8\x8f M \xe2\x99\xa6\xef\xb8\x8f M  \xe2\x99\xa6\xef\xb8\x8f M \xe2\x99\xa6\xef\xb8\x8f\n\n\xe2\x99\xa6\xef\xb8\x8f A  \xe2\x99\xa6\xef\xb8\x8f A  \xe2\x99\xa6\xef\xb8\x8f A  \xe2\x99\xa6\xef\xb8\x8f  A \xe2\x99\xa6\xef\xb8\x8f\n\n\xe2\x99\xa6\xef\xb8\x8f G  \xe2\x99\xa6\xef\xb8\x8f G \xe2\x99\xa6\xef\xb8\x8f G  \xe2\x99\xa6\xef\xb8\x8f  G \xe2\x99\xa6\xef\xb8\x8f\n\n\xe2\x99\xa6\xef\xb8\x8f A  \xe2\x99\xa6\xef\xb8\x8f A  \xe2\x99\xa6\xef\xb8\x8f A  \xe2\x99\xa6\xef\xb8\x8f  A\xe2\x80\xa6'
user7,"b'RT @DanOHerrin: @pegchandler @rising_serpent @k3yj4ck3r You know, there were a ton of reports back in the day that notorious prankster Andy\xe2\x80\xa6'"
user7,"b'RT @RubyRockstar333: Though Holder, Lynch &amp; Yates stymied his efforts, Horowitz has been running a year long SUCCESSFUL parallel investigat\xe2\x80\xa6'"
user7,"b'RT @ReneeCarrollAZ: #SaturdayMorning\n\xe2\x98\x95Good Morning Patriots\xe2\x98\x95\n\n""Be strong and courageous. Do not be afraid; do not be discouraged, for the L\xe2\x80\xa6'"
user7,b'RT @gr8tjude: Good morning Patriots \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nHave a great day my friends\xf0\x9f\x99\x8b\n#AmericaFirst \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\xa6\x85 https://t.co/0aH4OMTAI5'
user7,b'RT @Doodisgirl: Kudos to the State of Kentucky!\n\nThe first state to require Medicaid recipients to work!\nThis is #WINNING #MAGA  https://t.\xe2\x80\xa6'
user7,"b'RT @REALtrumpbureau: @GOOGLE IS #DEEPSTATE\nFired @Google engineer @JamesADamore: ""I went to several diversity programs and they all told me\xe2\x80\xa6'"
user7,b'RT @REALtrumpbureau: GOOD MORNING #TRUMPTRAIN\n\n#THANKINGGOD EVERY DAY THAT @realDonaldTrump IS IN THE @WHITEHOUSE \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x99\x8f\n#THANKINGGOD EVERY DA\xe2\x80\xa6'
user7,"b""RT @jimlibertarian: I'm pretty new to Twitter and I could sure use some extra followers to get noticed out here\xf0\x9f\xa4\xa3 https://t.co/NpASSABHBZ"""
user7,b'RT @AnnaApp91838450: https://t.co/Zn5IEAaEWh\nComing from a Lying Mexican that his favorite word is Fuck You\n#PERSIST JUSTICE FOR AMERICA\nAN\xe2\x80\xa6'
user7,"b'RT @Golfinggary522: SO SAD! \nGang violence continues to devastate my community,  Rocked By Chilling Crimes Of Teenagers! And libs wanted to\xe2\x80\xa6'"
user7,b'RT @Golfinggary522: THIS IS ABSOLUTELY HORRID!! \nGrisly murder by a young member of MS-13. Direct result of #IllegalImmigration. Thanks #PO\xe2\x80\xa6'
user7,b'RT @GeorgiaDirtRoad: \xf0\x9f\x9a\xa8 Everyone please listen up!\n\nI want to make a pledge to all Trump supporters. Let\xe2\x80\x99s put the divisions of the past beh\xe2\x80\xa6'
user7,"b'RT @GeorgiaDirtRoad: Good Morning, Fellow Patriots! \n\n#GodBlessAmerica \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb\n#MakeAmericaGreatAgain https://t.co/3nE2qQox3J'"
user7,b'RT @alozrasT11: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Retweet\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Gen Flynn should B exonerated in light of the fake dossier used 4the FISA Warrant\n\n@GenFlynn\n@POTUS \n#JusticeFor\xe2\x80\xa6'
user7,b'RT @alozrasT11: \xf0\x9f\x92\xa5Judge Orders FBI to Turn Over Comey Memos For Review - May Release Memos to Public\n\nhttps://t.co/DBokehSSPj'
user7,b'RT @alozrasT11: YES Joe and Mika \xf0\x9f\x91\x89 The ENTIRE 60% of non liberals are reflexively NAUSEOUS of you two has beens.... \xf0\x9f\x98\xb7\xf0\x9f\x99\x84\n\n#LiberalismIsAMenta\xe2\x80\xa6'
user7,"b'RT @alozrasT11: Poor Ana, what won\xe2\x80\x99t you say or do for a little attention and a few dollars from your employer PATHETIC!\n\n#FakeNewsCNN =\n#C\xe2\x80\xa6'"
user7,b'RT @alozrasT11: Just imagine how many buildings your Mommy Dearest and pervert Daddy could\xe2\x80\x99ve built in Haiti with all the donation money th\xe2\x80\xa6'
user7,b'RT @alozrasT11: When liberals say hateful disparaging remarks about America 24/7 . But are so OUTRAGED when @POTUS speaks the TRUTH about c\xe2\x80\xa6'
user7,b'RT @alozrasT11: She can\xe2\x80\x99t help herself.\n\n#LiberalismIsAMentalDisorder\n\nYou should open a BIG Mental Hospital for DemocRATS! Or send them al\xe2\x80\xa6'
user7,b'RT @alozrasT11: When Democrats launch a two year investigation and come up with nothing but THEIR OWN CRIMES ! \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\n\n#LockThemUp https://t.co\xe2\x80\xa6'
user7,b'RT @alozrasT11: \xf0\x9f\x92\xa5Judicial Watch With Another Win \xf0\x9f\x91\x89 Court Orders State Department to Speed Up Release of Crooked Hillary Clinton Emails\n\nhtt\xe2\x80\xa6'
user7,b'RT @alozrasT11: Oops!! She\xe2\x80\x99s NOT licensed to practice PSYCHIATRY!! \nWhat an idiot!!! \xf0\x9f\x99\x84\xf0\x9f\xa4\x94\n\n#LiberlismIsAMentalDisorder\n\nLiberal Shrink \xe2\x80\x98Diagn\xe2\x80\xa6'
user7,"b'RT @mikandynothem: \xf0\x9f\x8d\xb5RETWEET\xf0\x9f\x8d\xb5if you LOVE waking up and @realDonaldTrump is still President! The more they attack him, the more succesful he\xe2\x80\xa6'"
user7,"b""RT @mikandynothem: For today's attack on President Trump by #FakeNews, the Stormy Daniels story...once again. \nReally? \xf0\x9f\xa4\xa3\nCan't these haters\xe2\x80\xa6"""
user7,"b'RT @realDonaldTrump: Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage all\xe2\x80\xa6'"
user7,b'RT @Truthseeker126: If Hilary were president\xf0\x9f\x98\xb1 #ScaryIn4Words https://t.co/2qkw4ygJqx'
